,10107,11308,11850,12490,14541,14593
19860916,28.75,33.875,67.375,138.25,43.25,34.875
19860917,29.5,33.75,66.625,137.625,42.125,34.25
19860918,29.75,33.75,67.125,138.375,41.625,34
19860919,29.75,33,66.25,136.875,42.375,33.625
19860922,29.5,33.625,66.5,138.625,42.5,35.25
19860923,30,34.375,66.625,139.25,43.375,36.125
19860924,29.625,35,66.75,137.5,42.75,35.125
19860925,29,34,65.25,135.75,42.5,34.5
19860926,29,34,65.75,135.5,43,34.25
19860929,28.25,33.375,66.375,134.25,43,32.5
19860930,28.25,33.875,67.25,134.5,44,33.5
19861001,28,34.125,67.875,133,44.625,34.125
19861002,28,35,67.625,133,45,34.125
19861003,28.25,34.5,67.625,130.875,44.625,33.75
19861006,30.5,35.5,66.875,133.5,44.875,34.125
19861007,31.125,34.75,67.375,128.125,45.125,33
19861008,32,35.5,68.25,127.5,45.25,32.75
19861009,33,35.625,67,122,44.875,33
19861010,34.5,35.875,66.375,123.625,43.75,33.25
19861013,33.25,35.75,66.875,122,43.625,34.625
19861014,33.5,35.625,66.125,120.875,42.5,34
19861015,35,37.25,67,123,43.25,33.375
19861016,35,39,68.375,121.125,44.75,33.625
19861017,36,38.375,68.125,121.875,44.5,33.625
19861020,36.25,37.75,66.75,120.25,43.75,32.875
19861021,37.75,37.625,66.625,121.375,43.625,32.75
19861022,37.75,37.75,66.375,120.375,42.75,32.5
19861023,37.75,38.5,66.375,121.5,42.125,33.125
19861024,37.5,37.625,66.375,121.375,41.75,33
19861027,38.75,37.875,66.625,122.125,42.25,34
19861028,39.625,37.125,66.375,120.75,41.625,33.375
19861029,38.5,36.75,65.75,120.875,41.25,33.375
19861030,39.25,37.125,67.625,122,43.625,34.25
19861031,38.75,36.625,68,123.625,44.625,34.625
19861103,39.5,37.125,69.375,126.375,43.5,35
19861104,41,36.75,70,125.875,44,35.75
19861105,43.5,36.75,69.375,123.125,44.625,37
19861106,44.5,37.125,68.875,121.375,44,36.125
19861107,44.25,36.5,68.875,121.5,44.875,35.75
19861110,42.5,36.625,69.25,123.125,44.5,35.375
19861111,42.75,37,70,123.75,45.75,35.5
19861112,42.75,37.375,69.625,122.75,46,36.625
19861113,42.125,36.375,69,119.875,46,35.5
19861114,42.5,36.875,69.375,121.375,47.375,35.25
19861117,42.75,36.375,69.125,122,47.375,36.375
19861118,40.5,35.5,67.375,120.5,45.625,35.375
19861119,42,35.375,67.375,123,45.75,35
19861120,45.25,36.25,68.625,123.5,46.5,35.25
19861121,46.75,36.375,70,123.25,47,36
19861124,50.5,35.875,69.75,124.625,47.25,38
19861125,51,35.625,69.25,127.125,46.75,40.25
19861126,50.5,36.125,69.25,126,46.375,40.5
19861128,49.75,36.5,69.25,127.125,47.375,40
19861201,48.75,35.875,69.125,127.375,47.125,40.125
19861202,49,37.25,70.5,129.875,47.875,41.5
19861203,48.625,37.875,69.375,128.625,47,42.75
19861204,49.25,38.5,68.75,127.75,45.875,42.5
19861205,49,38.125,69.25,126.625,45.75,43.75
19861208,48.5,38,69.75,127.75,45.625,42.5
19861209,48.25,38.625,69.625,126.875,45.5,42.375
19861210,48.625,39,70.5,128,46.75,43.5
19861211,49,38.25,69.75,128,47,42.875
19861212,47.25,37.875,71.375,126.5,48,41.25
19861215,46,38,72,127.625,47.625,41.75
19861216,46.5,39,72.625,128.125,47.75,42.5
19861217,47,38.5,71.625,126.75,46.375,41.25
19861218,47.375,38.375,71.5,125.375,46.125,41.375
19861219,48.5,39.25,72.75,125.125,46,42.125
19861222,49,39.5,72.875,123.125,46.5,42.125
19861223,49.5,39.5,73.5,120.5,45.875,42.125
19861224,49.375,39.375,74,122,45.75,41.875
19861226,49.25,38.75,73.5,122,45.75,41
19861229,47.25,38,72.75,120.625,45.875,40.5
19861230,47.75,38.375,71.75,120.875,45.75,41
19861231,48.25,37.75,70.125,120,45.375,40.5
19870102,47.75,38.125,72,122,46,40.875
19870105,50.5,39.25,73.75,123.625,46.75,43
19870106,51.25,39,73.5,123,46.875,43.75
19870107,54,39.125,73.375,123.5,47.5,44.75
19870108,55.75,38.625,73.375,122.875,48.625,44.75
19870109,58,38.25,73.625,122.25,48.875,45.375
19870112,61.75,38.5,75.125,120.375,50.25,45.5
19870113,60,38.125,75.375,116.5,49.75,44.625
19870114,60,38.5,76.25,118.625,50.75,48.125
19870115,63.25,40,76.875,120,52.375,49.875
19870116,61.75,40.75,78,120,52.5,48.75
19870119,64,41.625,78.625,125.25,52.25,53.125
19870120,65,41,79.25,122.75,52,51.625
19870121,67.75,41.125,78.375,122.75,50.5,49
19870122,74.5,42.5,80,127.375,51.75,52.5
19870123,68,41.875,79.25,126.25,50,50.25
19870126,68.75,42,80.625,127.25,50.75,49.75
19870127,71.5,42.75,81.75,129.375,51.875,52.75
19870128,71.75,42.875,81.875,130,51.375,55.375
19870129,68.75,42.75,82,128.625,51.5,54.125
19870130,73.125,42.625,82.75,128.75,53,55.5
19870202,73,43,83.75,132.25,53,55.875
19870203,71.75,42.75,83.5,133,51.75,55.5
19870204,72,43,84,135.125,54.375,55
19870205,71.5,42.5,84.625,136.875,54.5,53.875
19870206,68.75,42.25,84.125,135.75,54.125,53
19870209,68.25,41.75,83.75,133.75,52.5,52.625
19870210,68.5,41.625,83.625,133.375,51.5,52.75
19870211,71.75,43,83.25,134,50.125,56.5
19870212,76.75,43,80.75,132.625,49.25,58.625
19870213,76,43.625,81,134.5,50.5,62.125
19870217,76.5,44.5,82.5,138.375,51.5,66.375
19870218,71.75,45.375,83,138,50,63.5
19870219,68.75,45.375,81.375,139.125,49.125,62.375
19870220,68,45.5,81.375,139.625,48.375,61.25
19870223,72.25,44.25,80,143.375,47.875,63.125
19870224,75.75,44.375,78.375,143,47.125,65.5
19870225,74.5,45.125,77.625,141.75,47.75,69.125
19870226,77.25,44.625,77.875,139.375,48.75,69.125
19870227,76.75,44.875,78.375,139.5,49.5,70
19870302,74.5,45,78.625,138.5,48.875,67.5
19870303,74.5,45.125,80.125,138.125,50.75,65
19870304,79.75,47,81.25,139.875,50.875,67.625
19870305,83.5,46.25,81.25,140.375,50.625,68.5
19870306,83.25,46.5,81.5,139.375,51.625,67.25
19870309,81.75,45.125,81,138.875,51,64.625
19870310,84.25,46.5,82.25,142.875,51.375,66.75
19870311,85.5,48.75,82.5,141.75,51.875,66.25
19870312,85.875,48.125,83.25,144.25,52.5,65.25
19870313,82.75,47.125,82.625,144.875,52.625,63.5
19870316,82.25,46.125,82.125,144.625,53.75,65.25
19870317,85,46.5,84.375,147.125,55.5,67
19870318,89.5,46.375,85.375,146.25,56.75,66
19870319,91.25,47.375,84.875,147,56.75,68.375
19870320,90.25,47.375,85.75,148.625,57.75,68.25
19870323,89.625,47.875,88.25,149.75,58.75,67.5
19870324,90.25,47.75,88,152.875,58.875,66.25
19870325,89.875,47.375,87.375,155.625,57.75,66.75
19870326,89.25,46.875,88,154,58,67.25
19870327,91.75,45.875,86.75,150.75,56.5,65
19870330,96.75,44.25,84.5,152.375,55.375,62.5
19870331,96.75,45.75,85.75,150.125,56.125,64.5
19870401,91,45.75,88.5,151.125,57.875,66.75
19870402,95,44.5,88.75,148,59.125,71.75
19870403,99.75,46.25,89.875,149.5,60.25,71.75
19870406,99.25,46.5,89.875,149.375,60.375,70
19870407,94,45.25,89.125,146.5,59.25,67.75
19870408,96.75,45.75,88.375,147.625,59.5,69
19870409,95,45.75,88.75,144,57.75,71
19870410,95.625,46,90.125,145,59.25,70.25
19870413,92.5,45.125,89.5,147.625,58.625,67.5
19870414,94,42.625,88.625,148.125,57.375,68
19870415,96,44.25,89.375,150.875,58,71
19870416,98.5,43.75,88.5,150,57.25,71.5
19870420,95.75,44.125,87.625,150,57.375,71.125
19870421,97.25,45.625,89.875,157,59.375,74.75
19870422,98.5,43.375,87.5,154.25,57.625,74.25
19870423,98.5,43.125,88.75,154.25,56.75,76
19870424,99,42,86.5,151.75,55.625,74.75
19870427,99,42.25,85.5,154.25,55.375,75
19870428,106.25,41.75,84.5,155.25,56.25,77
19870429,103.25,41.5,85,158.625,56.875,77.75
19870430,104,42.625,86.625,160.125,58,79.25
19870501,105,41.875,85.75,160.625,56.25,80
19870504,107,42.25,86.375,163,57,79.75
19870505,115.75,43.5,89,166.875,57.5,80.25
19870506,113,42,88.5,166.75,59,80
19870507,118.25,41.125,86.875,164.875,59.75,80.25
19870508,126.5,41.375,86.625,163.75,59.625,79
19870511,123,41.125,88.5,163,59,77
19870512,118.75,40.5,90,165.375,58.875,75.5
19870513,121.75,40.5,90.25,166.25,58.875,78.5
19870514,122.75,40.375,90,165.125,58.75,79.25
19870515,119.25,39.75,87.125,160.625,56.875,78.25
19870518,115.25,39.625,88.375,161,57.25,75.75
19870519,111.25,39.5,87,156.75,55.25,73.25
19870520,109.5,39,87.375,156.625,56.5,74.5
19870521,111.5,38.75,88,157.25,56.625,74.5
19870522,108.25,39.875,86.75,156.625,56.5,74.125
19870526,109.5,41.75,87.875,160.625,57.25,78
19870527,109.5,41.25,87.5,161,57.375,79.5
19870528,116.25,42,87.5,162.625,57.375,80
19870529,115.25,42.875,87,160,58.375,79
19870601,113,43,87.25,159.625,59.25,77.75
19870602,112.5,42.75,87.25,157.25,58.375,77.25
19870603,113.25,43.25,88.25,160.25,58.875,77.75
19870604,112.5,42.875,88.5,161.375,58.875,78.5
19870605,109.25,42.625,87.25,160,58.25,77.75
19870608,109.75,43.5,87.5,161.25,58,77.75
19870609,109,43.75,86.875,159.875,58,78.5
19870610,103.5,43.75,87.375,157.75,57.875,78.5
19870611,97.5,44.375,88.125,157.625,57.875,79
19870612,98.25,44.5,89.375,156.625,58,79
19870615,98.25,44.25,89.375,159.625,58.5,78.5
19870616,100.25,44.5,89.5,162,59.875,41.5
19870617,103.75,44.375,89.75,161.375,59.625,40.5
19870618,104.875,44.625,89.875,160.875,59.75,41.5
19870619,104.5,45.375,90.125,161.375,59.625,41
19870622,103.75,46.125,91.625,163.25,59.75,42
19870623,102.75,46,91.25,164.875,59.875,41.25
19870624,104.75,45.75,90.875,166.125,59.75,42
19870625,104.5,45.75,91.625,167.875,60.5,40.5
19870626,104.75,44.875,91.5,166.5,60.25,40.5
19870629,104.25,45.25,93.625,165.375,61.875,40.75
19870630,102,44.5,93.25,162.5,62,40.5
19870701,102.5,43.875,92.25,164,61.25,40
19870702,100,44,92.75,164.25,62.25,40.625
19870706,97.5,43,93.375,165.125,62.5,40.75
19870707,90.25,43.5,94.875,163.875,63.375,39.25
19870708,93.25,44.125,94.875,166.75,62.625,37.25
19870709,95.75,43.875,94.375,166.25,62.5,37.75
19870710,97,44.375,94.125,167,62.625,38
19870713,99.25,43.5,93.75,169.875,62.625,40.5
19870714,105,44.375,94,167.5,63,43
19870715,102.25,44.875,94,168,63.375,44
19870716,102,45,94.75,168.125,64,44
19870717,102.25,47,95.375,167,64.125,43.25
19870720,99.5,46.5,95,164.625,62.875,41.75
19870721,99.25,45.75,94,162.75,61,41.375
19870722,100,46.5,92.375,161.375,60.125,42.5
19870723,97.75,47,93,160.125,59.875,41.75
19870724,98.5,47,92.875,161.25,59.875,42.5
19870727,99.75,47.125,92,162.125,59.75,42.25
19870728,99.5,46.875,92,161.25,60.75,41.875
19870729,99.25,47.375,92,161.5,60.875,41
19870730,97,47.75,93.375,162.375,60.25,41.5
19870731,94,47.625,94.125,161,60.5,41.25
19870803,91.75,47.25,97.5,159.25,62,40.25
19870804,93.75,47.375,97.125,159.375,60.25,42.25
19870805,97.25,47.375,96.625,160.25,59.625,43.25
19870806,101,48.625,96.75,163,60,46.25
19870807,103.5,48.75,95.375,164.375,59.75,46.5
19870810,103.5,49.625,98.25,166.75,59.875,48.25
19870811,101.5,50.25,100.25,169,60,49.5
19870812,100,50.25,99,170.375,60.125,48.75
19870813,103,50.5,97.75,173.375,57.75,49
19870814,103.5,50.25,97.25,173.25,58.625,49
19870817,104.25,50.625,97.875,174.5,58,49.5
19870818,102.5,50.25,97.5,172.875,58.125,48.75
19870819,102.5,50.25,98,172.625,58.625,50
19870820,105.25,51,99.5,174.75,59.625,51.75
19870821,107,50.5,99,174.75,59.375,53
19870824,111.75,51.25,97.875,174.625,58.125,52.25
19870825,114.75,52.125,98.25,172,58,52
19870826,115.5,52,97.875,167.875,58.75,52
19870827,115.75,51.5,98,166.25,59.25,52
19870828,120.25,50.75,98,166.5,58,52
19870831,118.75,50.625,99.625,168.375,58.5,54
19870901,113.5,50.5,97.5,162.875,57.125,52.5
19870902,115,51.375,96.875,162.5,56.5,52
19870903,115.25,51.5,97.625,161.625,56.5,51.25
19870904,112,50.625,97,160.75,55.5,50.5
19870908,111.5,49.25,97,157.75,54.375,49.875
19870909,112.75,49.25,96,157.25,54.75,52.75
19870910,114.5,49.25,95.25,157.75,54.625,53.75
19870911,116.25,49.5,95.75,161.125,54.25,54.5
19870914,119.25,50.25,94,162.5,53.875,53
19870915,117.875,49,46.75,157.5,53.375,51.75
19870916,116.75,47.5,46,156.625,52,51.75
19870917,116,47.875,45.75,157.875,51.25,52
19870918,115,48.125,46,155.375,50.875,51.75
19870921,53.5,47.5,46.25,150.5,50,50.25
19870922,57.25,49.375,49,155.75,53.875,54.125
19870923,60.25,49.375,48.75,154.25,53.5,55.25
19870924,61.25,48.125,47.875,155.875,53.25,56.5
19870925,62,48.125,48.625,156,53.25,57.5
19870928,64,49.25,49.25,152.75,53.75,55.75
19870929,64.25,48.75,49.25,150.5,53.875,54.5
19870930,66.25,48.375,48.625,150.75,53.875,56.5
19871001,68.5,49.5,49.625,154.625,55.125,58.25
19871002,72.5,48.75,49.75,155.25,55.625,58.5
19871005,79,48,49.75,156.5,55.5,59.25
19871006,73.75,46.75,48.125,151,53.5,55.75
19871007,73,45.75,47.625,152.75,52.625,55.5
19871008,72,45.625,47,151.5,51.5,54.25
19871009,71.75,45.25,48,147.375,51.125,54.125
19871012,71.5,44.875,47.75,149.5,51.125,53.25
19871013,73.25,46.875,49.125,148.75,52,54.5
19871014,71.25,43.75,47.125,145.25,50.375,53.25
19871015,70.5,43.5,46.75,140.125,49.875,52
19871016,64.75,40.5,43.75,135,49.5,48.25
19871019,45.25,30.5,33.5,104,41.25,36.5
19871020,48,36.5,39.5,115,44.75,34.5
19871021,56.625,41.25,43.75,122.75,45,40.75
19871022,53.25,40.5,43.5,120,44,36.75
19871023,48.25,39.75,44.875,120.75,42.625,35.5
19871026,39.25,36.25,41.125,112,37.5,28
19871027,41.25,37.5,43,118,39.5,30.25
19871028,41.25,38.75,40.75,118,40.625,33.5
19871029,47.75,42,41.25,120.25,42.125,39.5
19871030,49.75,41.25,42.625,122.5,44.375,38.625
19871102,50.25,41.375,43.625,124.5,44.5,38.75
19871103,48,40.625,43.5,121.875,42.875,36.25
19871104,48.75,40,42.625,120.625,42.875,36
19871105,50.5,41.25,41.75,123.75,42.75,38
19871106,47.5,39.75,41.25,119.5,41.25,37.75
19871109,47,38.5,40.25,118.125,38.75,37.25
19871110,47,37.625,39.625,117.75,38.75,36.25
19871111,49,38.25,39.875,119.25,39.625,37.25
19871112,50,39.375,41.125,122.25,40.375,38.75
19871113,48.25,38.625,40.625,121.625,38.75,37.25
19871116,47.75,38.375,41.25,120,40.375,36.75
19871117,46.75,38.125,40.5,117.75,40.25,35
19871118,48,39.125,41.5,118.375,40.125,36.25
19871119,46.25,38.25,39.375,115.625,38.875,34.5
19871120,47.5,39.75,40.25,117.75,38.75,35.5
19871123,47.75,39,39.75,117.5,39.375,36.25
19871124,47.5,39,40.375,118.5,39.625,37
19871125,46,38.75,39.125,117.625,38.5,36.5
19871127,45.25,38.25,39.125,114.875,38.5,35
19871130,44.75,37,36.75,110.75,36.5,33
19871201,43.75,37,37,111.25,37,33.25
19871202,44,37.25,37.75,110.5,37,32.5
19871203,40.375,36.25,36,106.5,36.75,30.5
19871204,42,36.25,36.25,107.75,36.75,30.75
19871207,43.25,37.75,37.625,109.5,37.25,33
19871208,47.5,39,39.875,111.5,39,34.5
19871209,46.25,39.375,39.5,114,38.75,35
19871210,47.5,38,38,111,36.5,34.75
19871211,48,38.875,39.25,110.125,38.125,34
19871214,50.75,40.125,39.875,115.125,38.75,37.25
19871215,51.25,40.625,39.25,116,37.875,37.5
19871216,54.25,40,40.125,118.875,38.5,39.25
19871217,52,38.75,38.875,115.5,37.5,39.25
19871218,52,39.75,40,117.25,38.625,40.5
19871221,51.5,39.75,39.5,118.25,38.25,41.75
19871222,52.5,39.625,39.875,118.25,38.375,41.5
19871223,53.25,39.75,40.375,119.5,39.75,42.25
19871224,53.25,39.375,40.375,119.875,40.25,42.625
19871228,51.25,38.625,38.625,115.75,38.875,40.25
19871229,54.5,37.5,38.375,116,39,42.125
19871230,55.75,38.625,38.875,117,39.875,43.375
19871231,54.25,38.125,38.125,115.5,39.625,42
19880104,56,39.875,40.5,120.75,41.625,44.75
19880105,57,39.5,40.75,121.875,42.375,44.625
19880106,58.5,39.5,40.375,122.875,43,43.75
19880107,60.5,40,41.125,123.375,44,44.5
19880108,56,36.5,38,114.875,41.25,40
19880111,57.875,38.375,38.75,117.75,40.625,42.5
19880112,56.75,38.125,39.375,115.25,40,42
19880113,56.75,37.625,39.125,116.125,39.625,42.25
19880114,56.25,37.625,38.75,115.875,40.75,42.25
19880115,57.75,39.25,40.875,119,41.25,42.875
19880118,57.25,39,40.75,117.75,42,42.75
19880119,57.25,37.875,39.875,111.75,42,42.75
19880120,54,37,38.5,110.375,40.625,39.75
19880121,55,36.75,38.75,111,41.125,40.125
19880122,53.875,37.125,39.625,110.5,41.875,39.25
19880125,55.75,37.75,40.75,113.25,43.75,40.875
19880126,54.5,37,40.25,111.875,43.125,39.75
19880127,55.75,36.25,39.75,112.75,43.25,39.75
19880128,56.5,37,41.125,113.75,43.625,41.25
19880129,55.75,37.625,42,112.375,44.875,41.5
19880201,55.25,36.25,41,110,43.875,41.75
19880202,55.75,37,41.375,109.875,44.5,41.25
19880203,52.75,36.375,41.125,109,44.125,39.5
19880204,51,36.375,41,108.625,44,39.75
19880205,51.5,35.5,39.875,108,44.125,38.625
19880208,51.75,35.625,40,107.75,43.625,38.75
19880209,52.75,36.125,41,109.125,44.25,39.75
19880210,53.75,36.375,41.25,111.625,45,41
19880211,54.75,36.75,40.25,111.25,45,40.625
19880212,55.25,36.625,40.5,112,45.75,41
19880216,57.5,36.5,41.5,113.75,47,41.25
19880217,57.5,37.375,42.125,112.75,46.625,41.875
19880218,58,37.125,42,112.5,46,41.75
19880219,58.75,38,42.75,113.375,45.75,41.75
19880222,58.75,38.5,43.375,115.25,45.625,43.25
19880223,59.5,38.625,42.875,115.375,45.25,42.75
19880224,59.875,38,42.375,116.125,43.75,42.25
19880225,58.125,37.5,41.625,114.5,43.125,41.75
19880226,58.25,36.875,41.25,115.75,43.25,41.75
19880229,59.375,37.375,42.625,117.5,44.25,43
19880301,59,38,42.625,117,44.5,43.25
19880302,59.5,38.375,42.625,117.25,44.125,44.75
19880303,61,38.25,42.25,116.5,44.25,46.5
19880304,60.75,38,41.875,116.875,44.25,46.875
19880307,62.625,37.75,42.125,117.25,45,46.875
19880308,63.875,38.5,42.5,117.625,45.875,46.25
19880309,64,38.5,41.875,116.625,45.25,46.75
19880310,62.75,38.25,41.625,113.75,45.25,45.25
19880311,62.5,38.125,42.125,115.5,45.625,45.75
19880314,63.625,38.875,42.25,115.5,46.125,46.25
19880315,62.5,38.5,42.5,114,46.125,45
19880316,64.75,39.125,43.5,115.25,46.75,46.125
19880317,63.875,40,44,114.875,47,45
19880318,58.25,39.75,44.125,114.25,47.375,44.75
19880321,58.75,39.375,44.125,113.75,46.875,43.875
19880322,60.25,39.625,43.5,113.125,46.75,44
19880323,59,39.75,44.125,111.625,46.625,42.5
19880324,56.5,39,42.75,110,45.25,40.875
19880325,56.125,38.375,41.625,107,44,40.125
19880328,56.875,38.125,42.625,108.125,43.875,41.5
19880329,56.5,38.875,42.375,105.875,44.5,41
19880330,54.75,38.5,41.75,105.125,45.375,39.5
19880331,56.5,38.25,42,107.625,46.5,40
19880404,55.25,38,41.25,107.5,45.375,38.75
19880405,56,38.125,42,107.5,45.5,39.25
19880406,58.125,39,44,109.625,47.5,41.75
19880407,57.25,38.25,44.5,109.25,47.75,40.75
19880408,58,38.5,44.625,111.625,49.125,41
19880411,57.5,39.25,44.75,113.375,49.25,41.5
19880412,55.75,39.875,45.375,113.625,50.75,41.75
19880413,57,40,45.5,116.125,50.5,41.25
19880414,53,37.75,43,111.375,48,39.5
19880415,54.25,38.125,43.625,114.125,48.125,39.5
19880418,54.75,37.625,43.375,114,47.625,40
19880419,54.25,37.25,42.125,113.125,46.5,40.25
19880420,54.5,37,41.875,112.875,45.875,39.75
19880421,54.375,37.375,42.75,112.375,45.875,39.5
19880422,55.25,37.875,44,113.75,47.25,40.125
19880425,55.125,38.875,44.75,113.875,48.375,40.875
19880426,55.75,38.5,45,114.25,49,41.5
19880427,55.5,38.25,44.75,114,49.25,41.75
19880428,55.375,38.375,45,113.125,49,41.375
19880429,54.5,38.25,44.875,113.375,48.125,41
19880502,55,38.5,44.625,114.125,47.5,41
19880503,56.5,38.875,45.125,114.625,47.5,41.75
19880504,57.125,38.25,44.25,113.25,47.5,42
19880505,57,37.75,43.875,111.25,48,41.75
19880506,57.25,36.875,44.125,110.5,48.25,41.25
19880509,57.25,36.75,43.625,110.5,48.125,40.75
19880510,57,37,44.125,110.875,48.5,40.875
19880511,55.75,36.625,43.625,108.75,47.5,39.5
19880512,56,36.75,44,108.75,47.625,39.75
19880513,56.75,37.125,45,110.375,47.625,40.5
19880516,58.25,37.25,45,111.625,48.625,41.25
19880517,58,36.5,44,110.125,48.5,40.5
19880518,56.75,35.5,43.75,108.875,47.875,39.75
19880519,57,35.75,44.125,110.5,48,39
19880520,56.25,35.875,44.125,109.375,47.625,38.75
19880523,55,35.25,43.875,108.75,47.875,38
19880524,56.75,35.625,43.875,109.25,48.25,38.875
19880525,55.75,35.875,44,108.5,48,38.5
19880526,56.125,36.25,43.625,108.25,48.5,39.375
19880527,55.5,35.875,43.375,108,48,39.75
19880531,58,38,45,112.5,49.25,41.5
19880601,59.25,38.5,45.125,113.125,50.125,42.5
19880602,59,38.25,44.125,112.625,49.875,41.75
19880603,59.5,38.375,44.25,113.25,50.375,43
19880606,60.75,38.25,44.25,114.375,50.875,44
19880607,61,38.125,44.25,113.75,50.625,44
19880608,62,39.25,45.75,116.625,51.75,45
19880609,61.75,38.5,45.375,115.375,51.5,43.5
19880610,62.25,38.375,45.875,116,51.75,44.5
19880613,62.375,38.5,45.875,117,50.875,45
19880614,63,39,46.75,118.75,50.875,45.25
19880615,64,38.75,46.625,118.875,50.625,45.75
19880616,63.5,37.875,46,117.125,49.875,44.5
19880617,63,38.25,46.875,117.5,50.125,44.75
19880620,62.75,37.625,46.25,117.125,49.75,44.125
19880621,64,38.25,46.5,120.25,49.5,44.875
19880622,67,38.75,47.375,123,49.75,45.625
19880623,66,38.375,46.625,125.75,49.75,45
19880624,65.25,38.375,46.125,125.125,48.375,45
19880627,64,37.25,44.75,125,46.75,44.5
19880628,65.75,38.125,46.25,127,47.375,46.25
19880629,65.75,38.5,45.75,127,46.75,46.375
19880630,67,39,45.375,127.375,45.375,46.25
19880701,68,38.625,44.625,126.625,45.25,46.5
19880705,69.625,38.75,45.875,129.25,47.25,47.25
19880706,68.75,37.875,44.625,126.875,47.125,46.5
19880707,68.75,37.5,44.75,127.625,47.125,45.875
19880708,68.5,36.875,44.625,126.375,47,45.25
19880711,66.75,37.5,44.875,126.75,45.875,45.125
19880712,65.625,36.875,44.5,125.25,45.75,44.75
19880713,66.75,37,45.125,125.25,46,44.75
19880714,67,37.375,45.625,124.75,46.875,45
19880715,67,38.25,46.625,126.5,47.5,45
19880718,67.5,37.5,46.25,125.125,48.125,45.5
19880719,66,37.375,45.625,124,47.5,44.75
19880720,64,37.5,46.125,124,48.375,44.25
19880721,61,37,45.125,121.75,47.25,43
19880722,61.75,36.875,44.5,120.125,46.625,42.5
19880725,60.5,37.125,45.375,122.375,46.5,42.75
19880726,58,37.625,45.75,122.625,47,42.75
19880727,57.625,37.125,45.625,121.125,45.875,42.75
19880728,58.25,37.75,46.125,123.75,46.5,42.875
19880729,59.5,38.375,47.375,125.75,48.5,44.375
19880801,58.5,38,46.75,126.25,48,45
19880802,57.5,38,46.875,125.75,47.25,44.625
19880803,56.25,38.875,47.375,125.75,47.5,44.75
19880804,55.5,38.625,47.125,124.25,47.5,44.625
19880805,53.5,38.25,46.875,123.875,47,44.25
19880808,53.25,38.25,46.875,123.125,47,44
19880809,51.75,37.75,45.875,121.625,46.75,43.5
19880810,50.5,37.375,45.5,118.875,46.25,41.875
19880811,51.75,37.375,45.875,119,46.25,43.25
19880812,52,37.5,46.375,118,46.125,42.5
19880815,50.75,37.125,45.75,115.125,45,41.25
19880816,52.5,38,45.5,115.75,45.25,42.5
19880817,52.5,38.5,46.125,114.625,45,42
19880818,52.75,38.75,45.875,114.625,44.625,42.5
19880819,50.5,38.75,45.75,112.75,44.75,40.75
19880822,48,38.5,45.125,110.75,44.375,39.75
19880823,49.375,39.125,45.25,110.875,44.25,39.5
19880824,51.5,39.25,46,112.75,44.75,40.75
19880825,50.75,39.125,45.75,111.625,44.125,40.125
19880826,51.375,39.75,46.25,112.25,44.125,40.25
19880829,52.125,40.25,46.75,113.375,44.625,40.875
19880830,51.25,40.25,46.625,112.875,44.5,40.875
19880831,50,40,46.5,111.5,44.5,39.875
19880901,48.875,39.5,45.875,110.25,44,38.875
19880902,51.5,41,46.875,114,45.125,39.75
19880906,52,41.375,46.625,112.875,44.5,38.875
19880907,51.75,41.625,45.75,111.75,44.25,38.25
19880908,52,42,45.625,112.125,44.25,38.75
19880909,54,41.875,45.125,114.375,43.25,40.5
19880912,53.75,42,44.875,113.625,43.375,41
19880913,54,42.125,44.875,115,43.75,41
19880914,54,42.125,45.25,114.625,44.75,42
19880915,52.25,42.125,45,113.75,45.125,41.625
19880916,52,42.75,45.75,114.25,44.75,42.25
19880919,51.75,42.25,45,112.75,44.375,41.75
19880920,53.25,42.375,45.125,112.75,44.75,41.5
19880921,53.75,43,45,113.25,44.5,42.75
19880922,54.5,42.5,44.5,112,44,44
19880923,53.75,43.5,44.875,112.875,43.625,43.75
19880926,52.375,43.125,44.75,112.25,43.75,42.75
19880927,52,43,44.25,113.25,43,43.375
19880928,53,43.25,44.5,113.875,43.375,43.5
19880929,53,44.125,45.25,115.375,43.75,44
19880930,52.25,43.75,44.75,115.375,43.625,43.25
19881003,51.375,43.125,44.375,114.875,43.375,42.5
19881004,51.125,42.75,44,114.5,42.875,41.5
19881005,50.25,42.75,44.25,113.875,43.625,40.875
19881006,50,42.375,44.375,114,43.875,39.75
19881007,49.75,43.75,45.5,116,45.5,39.75
19881010,49.25,43.25,45.5,116.125,44.875,38.5
19881011,49.75,43.25,45.625,118.75,45.75,39
19881012,50.625,42.5,45,117.5,46,38.75
19881013,51.5,42.5,45,118.625,46.125,39
19881014,51.25,42.375,45.125,119.75,46.75,38.75
19881017,52,42.25,45.125,121.125,47.25,38.5
19881018,52.5,42.75,45.125,124.375,47.25,39.375
19881019,53.25,42.375,44.625,122.375,46.75,40
19881020,53.5,44,45.5,124.875,47,41.5
19881021,53,44.25,46.125,124.375,47,41
19881024,52,44,45.5,123.125,46.375,40
19881025,50.5,44.5,45.5,122.875,47,39.875
19881026,49.75,43.75,45.25,121.625,47.125,39.25
19881027,49.5,42.875,44.375,120.25,46.5,39
19881028,49.5,42.875,44.75,120.75,46.875,38.5
19881031,49,43.125,44.75,122.625,46.875,38.625
19881101,48.75,43.5,45,124,46,38
19881102,47.25,43.875,45.125,122.875,45.75,37.25
