,10107,11308,11850,12490,14541,14593
20120510,30.74,77.41,82.84,200.60001,103.36,570.52002
20120511,31.16,77.47,83.1,201.17,102.69,566.71002
20120514,30.68,76.87,82.12,199.44,101.94,558.21997
20120515,30.21,76.57,81.79,199.03999,100.9,553.16998
20120516,29.9,76.33,82.17,199.73,100.1,546.07501
20120517,29.72,75.12,81.91,197.89,100.14,530.12
20120518,29.27,74.05,81.47,195.88,98.46,530.38
20120521,29.75,74.51,82.04,197.75999,99.69,561.28003
20120522,29.76,74.19,81.95,196.82001,99.32,556.96997
20120523,29.11,74.55,82.04,196.12,99,570.56
20120524,29.07,75.56,82.61,196.09,100.06,565.32001
20120525,29.06,75.23,82.08,194.3,98.86,562.28998
20120529,29.56,75.46,81.93,196.46001,100.24,572.27002
20120530,29.34,75.06,79.79,194.53,97.63,579.16998
20120531,29.19,74.73,78.63,192.89999,98.31,577.72998
20120601,28.45,73.09,77.92,189.08,96.41,560.98999
20120604,28.55,73.64,77.83,188.53999,96.58,564.28998
20120605,28.505,73.24,77.6,189.2,96.49,562.83002
20120606,29.35,74.61,80.18,193.99001,99.8,571.46002
20120607,29.23,74.28,80.69,194.44,100.39,571.71997
20120608,29.65,75.24,80.84,195.14,100.84,580.32001
20120611,28.895,74.66,80.27,192.50999,99.91,571.16998
20120612,29.29,75.2,81.26,194.55,100.74,576.15997
20120613,29.13,74.69,80.63,193.10001,100.13,572.15997
20120614,29.34,75.74,82.13,195.10001,101.92,571.53003
20120615,30.02,76.09,83.22,199.10001,104.33,574.13
20120618,29.84,75.98,83.11,198.28999,103.46,585.78003
20120619,30.7,75.74,84.48,198.92999,104.06,587.40997
20120620,30.93,75.56,84.97,198.78,103.63,585.74103
20120621,30.135,74.67,82.11,193.39,100.02,577.66998
20120622,30.7,74.94,82.11,193.7,100.44,582.09998
20120625,29.865,74.77,81.24,192.86,99.08,570.76501
20120626,30.02,75.08,82.4,191.95,100.95,572.02502
20120627,30.17,76.34,83.2,193,102.57,574.5
20120628,29.91,76.57,83.1,191.39999,103.46,569.04999
20120629,30.59,78.19,85.57,195.58,105.5,584
20120702,30.56,78.92,85.34,195.83,105.86,592.52002
20120703,30.76,79.16,86.28,195.92999,107.37,599.40997
20120705,30.7,78.45,85.57,195.28999,106.03,609.94
20120706,30.185,78.15,84.8,191.41,105.07,605.88
20120709,30,77.98,83.65,189.67,104.46,613.89001
20120710,29.74,77.98,83.11,186.25999,103.88,608.21002
20120711,29.3,77.46,84.38,185.25,104.85,604.42999
20120712,28.63,76.64,84.12,183.09,105.03,598.90002
20120713,29.39,77.28,85.47,186.00999,106.01,604.96997
20120716,29.44,76.48,85.05,184.78999,106.78,606.90997
20120717,29.66,77.69,85.73,183.64999,107.43,606.94
20120718,30.45,77.44,86.21,188.25,107.88,606.26001
20120719,30.665,77.55,86.21,195.34,108.84,614.32001
20120720,30.115,77.03,85.95,192.45,109.19,604.29999
20120723,29.28,76.88,85.21,190.83,107.95,603.83002
20120724,29.15,76.66,84.58,190.34,106.3,600.91998
20120725,28.83,77.02,85.24,191.08,106.06,574.96997
20120726,29.16,78.85,86.52,193.95,108.27,574.88
20120727,29.755,80.01,87.45,196.39,109.26,585.15997
20120730,29.64,81.12,87.56,196.67999,109.82,595.03003
20120731,29.47,80.8,86.85,195.98,109.58,610.76001
20120801,29.41,81.01,86.91,195.17999,110.5,606.81
20120802,29.19,79.75,85.88,194.45,109.25,607.78998
20120803,29.75,80.83,87.55,198.52,111.12,615.70001
20120806,29.95,80.64,87.45,198.75999,111.31,622.54999
20120807,30.26,79.77,87.92,199.92999,111.95,620.914
20120808,30.33,79.56,88.28,199.03,112.14,619.85999
20120809,30.5,79.24,88.2,198.42,112.63,620.72998
20120810,30.42,78.79,88.44,199.28999,113.55,621.70001
20120813,30.39,39.3,88.14,199.00999,113.28,630
20120814,30.13,39.38,88.2,198.28999,113.32,631.69
20120815,30.2,39.35,88,198.39999,112.57,630.83002
20120816,30.78,39.55,88.67,200.84,113.32,636.34003
20120817,30.9,39.53,88.4,201.22,112.66,648.10999
20120820,30.74,39.47,87.95,200.5,112.52,665.15002
20120821,30.8,39.26,87.46,198.64999,111.98,656.06201
20120822,30.54,38.77,87.73,197.25,112.15,668.87
20120823,30.255,38.11,87.31,195.7,111.29,662.63
20120824,30.56,38.47,88.05,197.77,112.01,663.22198
20120827,30.69,38.17,87.74,195.69,111.73,675.67999
20120828,30.63,38,88.1,194.87,112.35,674.79999
20120829,30.65,37.46,87.9,195.08,111.8,673.466
20120830,30.32,37.14,87.2,193.37,110.93,663.86798
20120831,30.82,37.4,87.3,194.85001,112.16,665.23999
20120904,30.385,37.28,87.12,194.53999,111.22,674.96997
20120905,30.39,37.51,87.33,195.03999,110.77,670.22998
20120906,31.345,38.15,88.99,199.10001,113.03,676.27002
20120907,30.95,37.9,89.92,199.5,114,680.44
20120910,30.72,37.66,89.48,200.95,113.96,662.73999
20120911,30.79,37.77,89.62,203.27,114.18,660.59003
20120912,30.78,37.55,89.55,203.77,114.48,669.78998
20120913,30.935,38.35,91.23,206.36,116.56,682.97998
20120914,31.21,38.12,92.3,206.81,117.25,691.28003
20120917,31.21,38.35,91.91,207.14999,117.14,699.78101
20120918,31.175,38.62,91.65,207.07001,116.97,701.90997
20120919,31.052,38.52,90.57,206.42999,116.6,702.09998
20120920,31.45,38.64,91.52,206.17999,117.85,698.70001
20120921,31.19,38.03,91.92,205.98,117.8,700.09497
20120924,30.78,38.12,91.88,205.28999,117.775,690.78998
20120925,30.39,37.68,91.74,204.98,116.9254,673.53998
20120926,30.165,37.76,91.23,204,116.3,665.17999
20120927,30.16,38.31,91.8,205.91,117.2,681.32001
20120928,29.76,37.93,91.45,207.45,116.56,667.10498
20121001,29.49,38.38,91.8,210.47,117.25,659.39001
20121002,29.66,38.34,91.72,209.84,117.96,661.31
20121003,29.86,38.24,91.7,210.50999,116.14,671.45001
20121004,30.03,38.33,92.22,210.39,117.15,666.79999
20121005,29.85,38.58,92.55,210.59,117.5,652.59003
20121008,29.78,38.58,92.68,209.82001,117.62,638.16998
20121009,29.28,38.56,92.13,207.99001,117.36,635.84998
20121010,28.98,38.09,91.03,205.82001,112.45,640.90997
20121011,28.95,38.11,91.17,205.75999,113.06,628.09998
20121012,29.2,38.23,91.03,207.8,112.07,629.71399
20121015,29.51,38.13,91.51,208.92999,112.82,634.76001
20121016,29.49,37.9,92.38,211,114.09,649.79248
20121017,29.59,37.74,93.39,200.63,115.18,644.61359
20121018,29.495,37.84,93.48,194.96001,114.655,632.64001
20121019,28.64,37.4,92.15,193.36,113.38,609.84003
20121022,28,37.23,92.19,194.39999,112.74,634.03003
20121023,28.047,36.61,90.18,191.25,109.38,613.35541
20121024,27.9019,36.88,89.88,190.72,109.71,616.83002
20121025,27.88,37.09,90.43,191.60001,110.96,609.53802
20121026,28.21,37.04,90.62,193.27,111.18,604
20121031,28.54,37.18,91.17,194.53,110.2407,595.32001
20121101,29.515,37.33,91.6,197.14999,111.46,596.53992
20121102,29.4998,37.08,90.27,193.42999,108.37,576.79999
20121105,29.63,36.77,90.63,194.14,109.19,584.62109
20121106,29.86,37.42,91.61,195.07001,110.36,582.84949
20121107,29.08,36.72,88.18,191.16,107.51,558.00189
20121108,28.81,36.36,87.0695,190.10001,105.87,537.75
20121109,28.83,36.29,87.21,189.64,105.84,547.06
20121112,28.22,36.08,87.32,189.25,105.93,542.83002
20121113,27.0895,36.16,86.47,188.32001,105.28,542.89801
20121114,26.84,36.01,86.07,185.50999,102.5,536.88
20121115,26.6607,36.43,86.14,185.85001,101.6203,525.62
20121116,26.5209,36.56,86.45,186.94,102.4,527.67798
20121119,26.7277,37.24,87.67,190.35001,104.35,565.72998
20121120,26.71,37.25,87.5,189.2,103.56,560.91339
20121121,26.95,37.39,88.01,190.28999,104.1,561.70001
20121123,27.7,37.93,89.09,193.49001,105.47,571.5
20121126,27.385,37.36,88.62,192.88,104.99,589.53003
20121127,27.08,37.42,87.35,191.23,103.38,584.78003
20121128,27.36,37.56,88.1,191.98,105.58,582.94
20121129,26.95,37.97,88.12,191.53,105.79,589.35999
20121130,26.615,37.92,88.14,190.07001,105.69,585.28003
20121203,26.4294,37.38,87.61,189.48,104.66,586.19
20121204,26.37,37.15,87.19,189.36,103.96,575.8454
20121205,26.67,37.31,87.73,188.64999,105.17,538.7923
20121206,26.725,37.38,88,189.7,106.45,547.24451
20121207,26.455,37.71,88.6,191.95,106.99,533.25
20121210,26.94,37.64,88.41,192.62,106.96,529.82092
20121211,27.32,37.86,88.99,194.2,107.74,541.388
20121212,27.24,37.64,89.45,192.95,108.08,539
20121213,27.11,37.6,88.58,191.99001,107.91,529.69
20121214,26.81,37.66,88.08,191.75999,107.82,509.79401
20121217,27.095,37.5,88.87,193.62,108.68,518.83002
20121218,27.56,37.28,89.56,195.69,110.1,533.90002
20121219,27.31,36.78,88.4364,195.08,109.91,526.31
20121220,27.68,37.05,88.89,194.77,110.38,521.73022
20121221,27.45,36.89,87.23,193.42,109.71,519.33002
20121224,27.06,36.73,86.92,192.39999,108.63,520.16803
20121226,26.86,36.42,87.07,191.95,108.46,512.99951
20121227,26.96,36.42,86.86,192.71001,108.52,515.06
20121228,26.55,35.97,85.1,189.83,106.45,509.5892
20121231,26.7097,36.25,86.55,191.55,108.14,532.17291
20130102,27.62,37.6,88.71,196.35001,110.39,549.03003
20130103,27.25,37.6,88.55,195.27,109.92,542.09589
20130104,26.74,37.66,88.96,193.99001,110.5,527
20130107,26.69,37.3,87.93,193.14,109.75,523.90002
20130108,26.55,37.04,88.48,192.87,109.26,525.31
20130109,26.7,37.03,88.14,192.32001,109.54,517.09998
20130110,26.46,36.96,89.1,192.88,110.47,523.51001
20130111,26.83,36.91,89.61,194.45,111.73,520.29999
20130114,26.89,36.99,89.58,192.62,112.85,501.75
20130115,27.21,37.32,89.53,192.5,113.44,485.92001
20130116,27.04,37.32,89.47,192.59,113.97,506.09
20130117,27.25,37.51,90.2,193.64999,114.74,502.67999
20130118,27.25,37.7,90.8,194.47,115.24,500
20130122,27.15,37.13,90.92,196.08,115.91,504.76999
20130123,27.61,37.13,90.7,204.72,115.01,514.005
20130124,27.63,37.11,91.35,204.42,115.5,450.5
20130125,27.88,37.05,91.73,204.97,116.2,439.88
20130128,27.911,37.01,91.11,204.92999,116.04,449.82999
20130129,28.01,37.42,91.76,203.89999,117.21,458.26999
20130130,27.85,37.5,90.67,203.52,116.45,456.82999
20130131,27.45,37.24,89.97,203.07001,115.15,455.48999
20130201,27.93,37.54,90.04,205.17999,116.5,453.62
20130204,27.44,37.35,89.15,203.78999,115.2,442.31601
20130205,27.495,38.14,89.74,202.78999,115.81,457.84399
20130206,27.34,38.31,89.79,201.02,115.91,457.35001
20130207,27.283,38.91,88.25,199.74001,115.02,468.22
20130208,27.55,38.77,88.61,201.67999,115.64,474.98001
20130211,27.86,38.61,88.28,200.16,115.64,479.92999
20130212,27.88,37.56,88.46,200.03999,116.5,467.89999
20130213,28.03,37.21,88.67,200.09,115.53,467.01001
20130214,28.04,36.84,88.52,199.64999,115.71,466.59
20130215,28.01,37.42,88.36,200.98,114.96,460.16
20130219,28.045,37.67,89.32,200.32001,115.92,459.98999
20130220,27.87,37.73,88.97,199.31,114.99,448.85001
20130221,27.49,37.71,88.59,198.33,114.99,446.06
20130222,27.76,38.52,89.2,201.09,115.96,450.81
20130225,27.37,37.72,87.7,197.50999,113.54,442.79999
20130226,27.37,38.11,88.51,199.14,114.96,448.97
20130227,27.81,38.45,89.53,202.33,116.65,444.57001
20130228,27.8,38.72,89.55,200.83,117.15,441.39999
20130301,27.95,38.7,89.43,202.91,116.9,430.47
20130304,28.15,38.82,88.95,205.19,117.49,420.04999
20130305,28.35,38.68,89.61,206.53,117.93,431.14401
20130306,28.09,39.02,89.56,208.38,118.47,425.66199
20130307,28.14,39.12,88.71,209.42,118.56,430.582
20130308,28,39.22,88.97,210.38,118.57,431.72
20130311,27.87,39.31,89.16,210.08,118.73,437.87
20130312,27.91,38.96,89.16,210.55,118.25,428.42999
20130313,27.915,38.59,89.26,212.06,118.36,428.35001
20130314,28.135,39.02,89.83,215.8,120,432.5
20130315,28.035,38.83,89.37,214.92,119.68,443.66
20130318,28.1,38.76,88.77,213.21001,119.13,455.72
20130319,28.18,39.33,88.58,213.44,119.46,454.48999
20130320,28.315,39.87,88.63,215.06,120.35,452.07999
20130321,28.11,40.07,88.17,212.25999,120.34,452.73001
20130322,28.25,40.04,89.29,212.08,121.18,461.91
20130325,28.16,40.12,89.02,210.74001,120.18,463.57999
20130326,28.155,40.69,90.13,212.36,120.98,461.13599
20130327,28.37,40.22,90.58,210.89,120.19,452.07999
20130328,28.605,40.44,90.11,213.3,118.82,442.66
20130401,28.61,40.45,90.77,212.38,119.61,428.91
20130402,28.8,40.72,90.58,214.36,119,429.79199
20130403,28.56,40.17,89.93,212.66,117.78,431.98999
20130404,28.595,40.54,89.77,211.31,118.07,427.72
20130405,28.7,40.08,89.01,209.41,117.52,423.20001
20130408,28.59,40.86,88.6,209.32001,117.81,426.20999
20130409,29.61,40.71,88.77,209.22,118.64,426.98001
20130410,30.28,41.07,88.68,212,119.64,435.69
20130411,28.935,41.18,89.22,212.92,120.95,434.32999
20130412,28.79,41.08,88.99,211.38,119.94,429.79999
20130415,28.69,40.09,86.49,209.25999,116.57,419.85001
20130416,28.97,42.37,86.61,212,117.01,426.23999
20130417,28.825,42.55,86.08,209.67,114.81,402.79999
20130418,28.79,42.1,86.62,207.14999,115.59,392.04999
20130419,29.765,42.66,87.45,190,115.9,390.53
20130422,30.83,42.72,88.09,187.83,116.57,398.67001
20130423,30.6,42.7,89.3,191.61,117.48,406.13
20130424,31.76,42.15,89.43,191.71001,118.28,405.46201
20130425,31.94,42.35,88.07,193.95,118.51,408.38
20130426,31.79,42.1,88,194.31,120.04,417.20499
20130429,32.61,42.24,88.21,199.14999,121.32,430.12
20130430,33.1,42.33,88.99,202.53999,122.01,442.78
20130501,32.72,42.21,87.51,199.63,120.27,439.29001
20130502,33.16,41.96,88.63,202.39,122.04,445.51999
20130503,33.49,42.24,90.02,204.50999,123.49,449.98001
20130506,33.75,42.08,90.58,202.78,123.25,460.70999
20130507,33.31,42.7,91.15,203.63,123.04,458.65799
20130508,32.99,42.46,91.7,204.82001,123.36,463.84
20130509,32.66,42.12,91.03,203.24001,123.64,456.76999
20130510,32.69,42.15,90.14,204.47,123.23,452.97
20130513,33.03,42.19,90.1,202.47,122.85,454.73999
20130514,33.53,42.52,91.11,203.21001,125,443.85999
20130515,33.845,42.92,91.24,203.32001,123.01,428.85001
20130516,34.08,43.09,90.7,204.69,122.76,434.578
20130517,34.87,42.97,91.76,208.44,123.42,433.26001
20130520,35.08,42.38,92.52,207.60001,124.78,442.92999
20130521,34.85,42.34,92.8,208.64999,125.94,439.66
20130522,34.61,42.25,92.19,206.99001,124.93,441.354
20130523,34.15,41.93,91.79,206.16,125.4,442.14001
20130524,34.269,42.24,91.53,205.72,125.45,445.14999
20130528,35.02,42.55,92.38,207.78,126.43,441.439
20130529,34.88,41.4,92.08,207.92,125.49,444.95001
20130530,35.03,40.77,92.09,209.36,125.11,451.57999
20130531,34.9,39.99,90.47,208.02,122.75,449.73499
20130603,35.59,40.81,91.46,208.95,124.09,450.72
20130604,34.99,41.42,90.79,206.19,122.96,449.31
20130605,34.78,40.65,89.65,202.74001,121.57,445.10999
20130606,34.96,40.79,90.23,203.8,120.59,438.45999
20130607,35.67,41.41,91.45,206.35001,121.7,441.811
20130610,35.47,41.18,91.12,205.02,122.69,438.89001
20130611,34.84,40.79,90.46,203.98,121.45,437.60001
20130612,35,40.39,89.74,201.2,119.97,432.19
20130613,34.715,40.41,91.33,203.77,121.66,435.965
20130614,34.4,40.34,90.58,202.2,120.28,430.04999
20130617,35,40.68,91.51,203.03999,121.22,432
20130618,34.98,40.93,91.93,204.87,121.52,431.76999
20130619,34.59,40.41,91,201.94,120.5,423
20130620,33.49,39.13,89.05,197.35001,117.95,416.83801
20130621,33.265,39.76,89.48,195.46001,118.93,413.5
20130624,33.715,39.53,88.48,193.53999,116.82,402.54001
20130625,33.67,39.72,89.11,194.98,117.45,402.63
20130626,34.35,40.33,89.8,194.86,118.15,398.07001
20130627,34.62,40.26,90.04,195.64999,118.71,393.78
20130628,34.545,40.11,90.35,191.11,118.34,396.53
20130701,34.36,40.46,90.3,191.28,119.08,409.22
20130702,33.94,40.37,90.64,191.5,119.15,418.48999
20130703,34.01,40.49,90.69,193.25,119.08,420.79999
20130705,34.21,40.52,91.57,194.92999,120.51,417.42001
20130708,34.325,40.54,92.25,194.98,121.24,415.04999
20130709,34.35,40.83,93.34,191.3,123.27,422.35001
20130710,34.7,40.68,92.82,192.25,122.9,420.73001
20130711,35.685,41.03,93.27,192.8,123.77,427.28799
20130712,35.67,41.03,93.4,192.07001,124.06,426.51001
20130715,36.17,41.01,93.25,194,124.68,427.44
20130716,36.27,40.23,93.3,193.85001,124.12,430.19501
20130717,35.74,40.84,93.46,194.55,124.35,430.31
20130718,35.44,40.81,94.38,197.99001,125.47,431.758
20130719,31.4,41.09,95.17,193.53999,126.91,424.95001
20130722,32.01,40.84,94.83,194.09,127.03,426.31
20130723,31.82,40.96,95.2,194.98,127.26,418.98999
20130724,31.96,40.86,94.99,196.61,126.37,440.51001
20130725,31.39,40.84,94.97,197.22,127.76,438.5
20130726,31.62,40.64,94.79,197.35001,127.56,440.98999
20130729,31.54,40.28,94.03,196.21001,126.17,447.79001
20130730,31.85,40.32,93.81,196.00999,125.78,453.32001
20130731,31.84,40.08,93.75,195.03999,125.89,452.53
20130801,31.67,40.57,92.73,195.81,126.44,456.67599
20130802,31.89,40.22,91.95,195.16,124.95,462.54001
20130805,31.7,40.29,91.59,195.5,123.99,469.45001
20130806,31.58,40.37,91.47,190.99001,123.14,465.25
20130807,32.063,40.15,91.34,188.56,123.33,464.98001
20130808,32.89,40.2,91.78,187.92999,123.07,461.01001
20130809,32.7,40.16,90.72,187.82001,122.5,454.45001
20130812,32.87,39.83,89.89,189.09,121.8,467.35999
20130813,32.23,39.65,89.4,188.42,122.5,489.57001
20130814,32.35,39.53,88.95,187.53,122.05,498.5
20130815,31.79,39.09,88.16,185.78999,120.25,497.91
20130816,31.8,39.05,87.91,185.34,119.88,502.32999
20130819,31.393,38.78,86.92,184.23,118.66,507.73999
20130820,31.62,38.65,86.83,184.56,118.29,501.07001
20130821,31.61,38.28,86.42,184.86,117.7,502.35999
20130822,32.39,38.31,86.98,185.19,118.29,502.95999
20130823,34.75,38.52,87.52,185.42,119.53,501.01999
20130826,34.15,38.12,87.09,184.74001,118.84,502.97
20130827,33.26,38.15,86.82,182.74001,118.81,488.59
20130828,33.02,38.35,88.84,182.16,121.81,490.896
20130829,33.55,38.1,87.27,182.64,120.37,491.70001
20130830,33.4,38.18,87.16,182.27,120.43,487.216
20130903,31.88,37.9,87.15,183.96001,120.55,488.57999
20130904,31.195,38.54,87.76,183.13,120.86,498.69101
20130905,31.235,38.24,87.35,184.14999,121.37,495.26999
20130906,31.152,38.35,87.25,183.03,121.21,498.22
20130909,31.655,38.52,88.04,184.98,122.22,506.17001
20130910,32.39,38.63,87.82,186.60001,123.01,494.64001
20130911,32.74,38.78,88.84,190.7,123.92,467.70999
20130912,32.69,38.44,87.98,190.73,123.89,472.69
20130913,33.03,38.69,88.4,192.17,124.14,464.89999
20130916,32.801,38.86,88.67,193.14999,124.08,450.12
20130917,32.93,38.79,88.94,192.16,124.34,455.32001
20130918,33.32,39.59,89.58,194.42,125.82,464.67999
20130919,33.64,39.31,89.28,193.39,125.44,472.29999
20130920,32.791,39.4,88.66,190.02,124.92,467.41
20130923,32.74,38.63,87.75,190.99001,125.52,490.64001
20130924,32.455,38.53,87.36,189.97,124.49,489.10001
20130925,32.505,38.33,87.14,189.47,124.07,481.53
20130926,32.77,38.74,87.07,190.22,123.49,486.22
20130927,33.27,38.4,86.9,186.92,122.64,482.75
20130930,33.28,37.88,86.04,185.17999,121.5,476.75
20131001,33.58,37.95,86,186.38,121.32,487.95999
20131002,33.92,37.43,86.08,184.96001,120.83,489.56
20131003,33.86,37.16,85.5,183.86,118.25,483.41
20131004,33.88,37.2,86.32,184.10001,118.13,483.03
20131007,33.3,37.05,85.9,182.00999,117.87,487.75
20131008,33.01,37.28,85.51,178.72,116.73,480.94
20131009,33.07,37.08,85.16,181.32001,116.13,486.58801
20131010,33.76,37.78,86.04,184.77,116.38,489.638
20131011,34.13,37.77,86.95,186.16,117.67,492.81201
20131014,34.45,37.91,87.6,186.97,118.58,496.04001
20131015,34.49,37.66,86.79,184.66,118.15,498.67999
20131016,34.64,38,87.31,186.73,119.16,501.11401
20131017,34.92,38.55,87.48,174.83,119.521,504.5
20131018,34.96,38.78,87.55,173.78,119.65,508.89001
20131021,34.99,38.82,87.23,172.86,119.82,521.362
20131022,34.58,39.09,87.98,174.97,120.64,519.86749
20131023,33.76,39.09,87.61,175.77,120.13,524.96002
20131024,33.72,38.8,88.42,177.8,120.56,531.90997
20131025,35.73,39.03,87.97,176.85001,120.59,525.95801
20131028,35.57,39.61,88.23,177.35001,120.91,529.87598
20131029,35.52,39.8,88.93,182.12,121.5,516.67798
20131030,35.54,39.62,88.81,180.14999,120.3,524.896
20131031,35.405,39.57,89.62,179.21001,119.96,522.70203
20131101,35.525,39.61,89.82,179.23,118.01,520.03003
20131104,35.94,39.51,92.1,180.27,118.1,526.75
20131105,36.64,39.5,91.99,177.85001,118.45,525.44897
20131106,38.18,40.05,93.22,179.19,121.14,520.91998
20131107,37.5,39.83,91.96,180,119.91,512.492
20131108,37.78,40.05,92.73,179.99001,121.19,520.56
20131111,37.59,39.87,92.96,182.88,121.08,519.04797
20131112,37.36,39.88,92.67,183.07001,120,520.01001
20131113,38.155,40.12,92.59,183.55,120.09,520.63397
20131114,38.021,40.21,93.22,182.21001,119.56,528.15997
20131115,37.841,40.22,95.27,183.19,120.06,524.99103
20131118,37.2,40.17,95.45,184.47,120.56,518.62903
20131119,36.74,40.14,95.42,185.25,122.06,519.54999
20131120,37.08,40.06,94.68,185.19,122,515
20131121,37.4,40.43,94.69,184.13,123.46,521.13599
20131122,37.57,40.43,95.01,181.3,124.03,519.79999
20131125,37.64,40.37,95.09,178.94,123.74,523.73999
20131126,37.35,40.25,94.27,177.31,122.78,533.40002
20131127,37.6,40.19,93.8,178.97,122.42,545.96002
20131129,38.13,40.19,93.48,179.67999,122.44,556.07001
20131202,38.45,40.08,93.52,177.48,122.34,551.22998
20131203,38.31,40.35,94.39,176.08,122.52,566.32202
20131204,38.94,40.37,94.67,175.74001,121.77,565
20131205,38,39.83,94.13,176.08,121.1,567.901
20131206,38.36,40.46,95.65,177.67,122.29,560.02002
20131209,38.705,40.4,95.84,177.46001,123.34,566.42999
20131210,38.11,39.85,95.71,177.12,123.66,565.54999
20131211,37.61,40.13,94.26,175.2,122.1,561.35999
20131212,37.22,39.21,95.36,173.37,120.99,560.53998
20131213,36.69,39.23,95.31,172.8,119.9,554.42999
20131216,36.885,39.27,97.22,177.85001,120.22,557.5
20131217,36.52,39.1,96.75,175.75999,118.74,554.98999
20131218,36.58,40.02,99.54,178.7,121.6,550.77002
20131219,36.25,39.86,99.43,180.22,123.22,544.46002
20131220,36.8,40.04,98.68,180.02,122.78,549.02002
20131223,36.62,40.16,98.51,182.23,122.8,570.09003
20131224,37.08,40.19,99.22,183.22,123.51,567.66998
20131226,37.44,40.49,100.9,185.35001,124.81,563.90002
20131227,37.29,40.66,101.51,185.08,125.23,560.09003
20131230,37.29,41.09,100.31,186.41,124.23,554.52002
20131231,37.41,41.31,101.2,187.57001,124.91,561.02002
