隞??,蝞蝘??園,撘?遠(??,?嗥?隞???,?擃遠(??,?雿遠(??,瘨刻?(??,瘨刻?撟?%),??遠(??
300895.SZ,??靽⊥,2020-11-20,62.0,60.03,62.0,59.78,-2.03,-3.271,62.06
300895.SZ,??靽⊥,2020-11-23,59.48,60.18,60.27,57.9,0.15,0.2499,60.03
300895.SZ,??靽⊥,2020-11-24,59.51,59.88,61.5,59.5,-0.3,-0.4985,60.18
300895.SZ,??靽⊥,2020-11-25,59.82,61.87,62.68,59.0,1.99,3.3233,59.88
300895.SZ,??靽⊥,2020-11-26,61.36,60.51,61.76,60.36,-1.36,-2.1982,61.87
300895.SZ,??靽⊥,2020-11-27,60.38,58.2,60.97,57.92,-2.31,-3.8176,60.51
300895.SZ,??靽⊥,2020-11-30,58.06,58.57,59.28,57.0,0.37,0.6357,58.2
300895.SZ,??靽⊥,2020-12-01,58.5,59.1,60.2,57.92,0.53,0.9049,58.57
300895.SZ,??靽⊥,2020-12-02,58.91,59.84,60.1,58.1,0.74,1.2521,59.1
300895.SZ,??靽⊥,2020-12-03,59.45,60.39,62.5,58.3,0.55,0.9191,59.84
300895.SZ,??靽⊥,2020-12-04,60.9,63.51,65.5,60.67,3.12,5.1664,60.39
300895.SZ,??靽⊥,2020-12-07,62.51,62.9,64.3,62.05,-0.61,-0.9605,63.51
300895.SZ,??靽⊥,2020-12-08,62.22,59.79,63.31,59.68,-3.11,-4.9444,62.9
300895.SZ,??靽⊥,2020-12-09,59.66,57.47,59.66,57.13,-2.32,-3.8802,59.79
300895.SZ,??靽⊥,2020-12-10,56.83,56.25,58.01,56.0,-1.22,-2.1228,57.47
300895.SZ,??靽⊥,2020-12-11,56.1,57.1,58.0,56.02,0.85,1.5111,56.25
300895.SZ,??靽⊥,2020-12-14,56.78,56.66,56.8,55.4,-0.44,-0.7706,57.1
300895.SZ,??靽⊥,2020-12-15,56.75,57.4,59.09,56.35,0.74,1.306,56.66
300895.SZ,??靽⊥,2020-12-16,56.8,53.71,57.2,53.66,-3.69,-6.4286,57.4
300895.SZ,??靽⊥,2020-12-17,53.16,54.29,54.65,53.1,0.58,1.0799,53.71
300895.SZ,??靽⊥,2020-12-18,54.0,52.82,54.58,52.53,-1.47,-2.7077,54.29
300895.SZ,??靽⊥,2020-12-21,52.48,53.21,53.48,52.36,0.39,0.7384,52.82
300895.SZ,??靽⊥,2020-12-22,53.23,50.31,53.23,50.01,-2.9,-5.4501,53.21
300895.SZ,??靽⊥,2020-12-23,50.14,48.61,50.78,48.51,-1.7,-3.379,50.31
300895.SZ,??靽⊥,2020-12-24,48.77,49.07,50.85,47.89,0.46,0.9463,48.61
300895.SZ,??靽⊥,2020-12-25,48.85,49.91,51.48,48.85,0.84,1.7118,49.07
300895.SZ,??靽⊥,2020-12-28,49.5,47.08,49.79,46.8,-2.83,-5.6702,49.91
300895.SZ,??靽⊥,2020-12-29,46.91,48.11,49.15,46.2,1.03,2.1878,47.08
300895.SZ,??靽⊥,2020-12-30,47.8,48.43,48.7,47.13,0.32,0.6651,48.11
300895.SZ,??靽⊥,2020-12-31,48.15,49.48,50.33,48.15,1.05,2.1681,48.43
300895.SZ,??靽⊥,2021-01-04,49.89,50.46,51.27,49.11,0.98,1.9806,49.48
300895.SZ,??靽⊥,2021-01-05,50.4,50.89,51.4,49.81,0.43,0.8522,50.46
300895.SZ,??靽⊥,2021-01-06,51.18,48.02,51.22,47.8,-2.87,-5.6396,50.89
300895.SZ,??靽⊥,2021-01-07,47.8,45.83,48.01,45.11,-2.19,-4.5606,48.02
300895.SZ,??靽⊥,2021-01-08,45.4,45.58,46.88,44.51,-0.25,-0.5455,45.83
300895.SZ,??靽⊥,2021-01-11,45.06,43.1,45.83,42.45,-2.48,-5.441,45.58
300895.SZ,??靽⊥,2021-01-12,42.59,42.61,43.84,42.24,-0.49,-1.1369,43.1
300895.SZ,??靽⊥,2021-01-13,42.6,40.2,42.6,39.94,-2.41,-5.6559,42.61
300895.SZ,??靽⊥,2021-01-14,40.38,41.89,42.52,40.21,1.69,4.204,40.2
300895.SZ,??靽⊥,2021-01-15,41.49,45.12,46.86,41.22,3.23,7.7107,41.89
300895.SZ,??靽⊥,2021-01-18,44.6,44.85,45.8,44.06,-0.27,-0.5984,45.12
300895.SZ,??靽⊥,2021-01-19,45.2,47.04,49.5,45.0,2.19,4.8829,44.85
300895.SZ,??靽⊥,2021-01-20,46.47,46.08,46.95,45.31,-0.96,-2.0408,47.04
300895.SZ,??靽⊥,2021-01-21,45.51,45.76,47.41,45.31,-0.32,-0.6944,46.08
300895.SZ,??靽⊥,2021-01-22,45.91,44.87,46.43,44.36,-0.89,-1.9449,45.76
300895.SZ,??靽⊥,2021-01-25,44.53,43.09,44.87,42.73,-1.78,-3.967,44.87
300895.SZ,??靽⊥,2021-01-26,42.94,44.16,45.49,42.55,1.07,2.4832,43.09
300895.SZ,??靽⊥,2021-01-27,43.52,46.81,47.5,43.08,2.65,6.0009,44.16
300895.SZ,??靽⊥,2021-01-28,46.0,44.53,47.75,44.0,-2.28,-4.8708,46.81
300895.SZ,??靽⊥,2021-01-29,44.61,43.61,45.35,42.31,-0.92,-2.066,44.53
300895.SZ,??靽⊥,2021-02-01,43.61,46.81,47.0,43.61,3.2,7.3378,43.61
300895.SZ,??靽⊥,2021-02-02,46.02,46.12,47.52,45.57,-0.69,-1.474,46.81
300895.SZ,??靽⊥,2021-02-03,45.79,43.98,46.35,43.9,-2.14,-4.6401,46.12
300895.SZ,??靽⊥,2021-02-04,43.37,43.95,44.45,41.1,-0.03,-0.0682,43.98
300895.SZ,??靽⊥,2021-02-05,43.79,41.8,45.8,41.44,-2.15,-4.8919,43.95
300895.SZ,??靽⊥,2021-02-08,41.0,39.21,41.78,39.21,-2.59,-6.1962,41.8
300895.SZ,??靽⊥,2021-02-09,39.59,42.05,43.46,39.49,2.84,7.2431,39.21
300895.SZ,??靽⊥,2021-02-10,41.81,42.22,44.36,41.5,0.17,0.4043,42.05
300895.SZ,??靽⊥,2021-02-18,43.46,44.38,45.59,43.1,2.16,5.1161,42.22
300895.SZ,??靽⊥,2021-02-19,44.56,45.44,46.01,44.03,1.06,2.3885,44.38
300895.SZ,??靽⊥,2021-02-22,45.88,45.65,47.88,45.03,0.21,0.4621,45.44
300895.SZ,??靽⊥,2021-02-23,44.52,44.0,45.56,43.5,-1.65,-3.6145,45.65
300895.SZ,??靽⊥,2021-02-24,44.04,46.55,47.5,43.61,2.55,5.7955,44.0
300895.SZ,??靽⊥,2021-02-25,46.01,45.8,46.63,44.41,-0.75,-1.6112,46.55
300895.SZ,??靽⊥,2021-02-26,44.5,47.8,49.66,44.5,2.0,4.3668,45.8
300895.SZ,??靽⊥,2021-03-01,48.96,47.77,48.99,46.99,-0.03,-0.0628,47.8
300895.SZ,??靽⊥,2021-03-02,47.2,47.23,47.76,45.65,-0.54,-1.1304,47.77
300895.SZ,??靽⊥,2021-03-03,47.05,46.93,47.19,45.72,-0.3,-0.6352,47.23
300895.SZ,??靽⊥,2021-03-04,46.5,45.0,46.92,44.89,-1.93,-4.1125,46.93
300895.SZ,??靽⊥,2021-03-05,44.59,44.93,45.6,44.4,-0.07,-0.1556,45.0
300895.SZ,??靽⊥,2021-03-08,45.01,44.0,46.26,43.8,-0.93,-2.0699,44.93
300895.SZ,??靽⊥,2021-03-09,43.87,41.16,44.0,40.73,-2.84,-6.4545,44.0
300895.SZ,??靽⊥,2021-03-10,41.37,41.3,41.93,40.3,0.14,0.3401,41.16
300895.SZ,??靽⊥,2021-03-11,40.98,41.6,42.45,40.8,0.3,0.7264,41.3
300895.SZ,??靽⊥,2021-03-12,42.0,40.3,42.06,40.02,-1.3,-3.125,41.6
300895.SZ,??靽⊥,2021-03-15,40.01,40.05,40.68,39.59,-0.25,-0.6203,40.3
300895.SZ,??靽⊥,2021-03-16,40.06,41.16,41.47,40.06,1.11,2.7715,40.05
300895.SZ,??靽⊥,2021-03-17,41.1,41.95,42.17,40.38,0.79,1.9193,41.16
300895.SZ,??靽⊥,2021-03-18,41.64,41.41,42.24,41.08,-0.54,-1.2872,41.95
300895.SZ,??靽⊥,2021-03-19,41.04,42.19,42.56,40.6,0.78,1.8836,41.41
300895.SZ,??靽⊥,2021-03-22,42.39,42.5,42.8,41.9,0.31,0.7348,42.19
300895.SZ,??靽⊥,2021-03-23,42.11,42.25,43.6,41.35,-0.25,-0.5882,42.5
300895.SZ,??靽⊥,2021-03-24,41.23,42.99,43.4,40.6,0.74,1.7515,42.25
300895.SZ,??靽⊥,2021-03-25,42.46,44.65,44.68,41.79,1.66,3.8614,42.99
300895.SZ,??靽⊥,2021-03-26,44.13,43.95,44.78,43.57,-0.7,-1.5677,44.65
300895.SZ,??靽⊥,2021-03-29,44.0,42.28,44.52,42.26,-1.67,-3.7998,43.95
300895.SZ,??靽⊥,2021-03-30,41.99,41.06,42.27,40.73,-1.22,-2.8855,42.28
300895.SZ,??靽⊥,2021-03-31,41.0,41.26,41.43,40.66,0.2,0.4871,41.06
300895.SZ,??靽⊥,2021-04-01,41.2,40.65,41.2,40.4,-0.61,-1.4784,41.26
300895.SZ,??靽⊥,2021-04-02,40.76,41.51,41.85,40.52,0.86,2.1156,40.65
300895.SZ,??靽⊥,2021-04-06,41.52,42.14,42.27,41.23,0.63,1.5177,41.51
300895.SZ,??靽⊥,2021-04-07,42.03,42.72,42.85,41.65,0.58,1.3764,42.14
300895.SZ,??靽⊥,2021-04-08,42.76,42.15,43.5,42.03,-0.57,-1.3343,42.72
300895.SZ,??靽⊥,2021-04-09,42.15,42.45,43.14,41.94,0.3,0.7117,42.15
300895.SZ,??靽⊥,2021-04-12,42.21,41.0,42.79,40.8,-1.45,-3.4158,42.45
300895.SZ,??靽⊥,2021-04-13,41.02,41.4,41.57,40.8,0.4,0.9756,41.0
300895.SZ,??靽⊥,2021-04-14,41.18,42.02,42.02,40.55,0.62,1.4976,41.4
300895.SZ,??靽⊥,2021-04-15,41.05,39.01,41.09,38.5,-3.01,-7.1633,42.02
300895.SZ,??靽⊥,2021-04-16,39.01,39.59,39.97,38.84,0.58,1.4868,39.01
300895.SZ,??靽⊥,2021-04-19,39.42,40.03,40.46,39.42,0.44,1.1114,39.59
300895.SZ,??靽⊥,2021-04-20,39.99,39.05,40.43,39.02,-0.98,-2.4482,40.03
300895.SZ,??靽⊥,2021-04-21,39.1,38.9,39.5,38.73,-0.15,-0.3841,39.05
300895.SZ,??靽⊥,2021-04-22,39.27,39.42,39.69,38.64,0.52,1.3368,38.9
300895.SZ,??靽⊥,2021-04-23,39.42,38.17,39.42,37.85,-1.25,-3.171,39.42
300895.SZ,??靽⊥,2021-04-26,38.01,37.53,38.2,37.48,-0.64,-1.6767,38.17
300895.SZ,??靽⊥,2021-04-27,37.68,36.15,37.68,35.88,-1.38,-3.6771,37.53
300895.SZ,??靽⊥,2021-04-28,36.0,36.2,36.44,35.59,0.05,0.1383,36.15
300895.SZ,??靽⊥,2021-04-29,36.16,35.6,36.5,35.6,-0.6,-1.6575,36.2
300895.SZ,??靽⊥,2021-04-30,35.6,34.2,35.73,34.13,-1.4,-3.9326,35.6
300895.SZ,??靽⊥,2021-05-06,34.54,34.35,35.05,34.27,0.15,0.4386,34.2
300895.SZ,??靽⊥,2021-05-07,34.56,34.69,34.95,34.4,0.34,0.9898,34.35
300895.SZ,??靽⊥,2021-05-10,34.79,34.2,35.1,33.85,-0.49,-1.4125,34.69
300895.SZ,??靽⊥,2021-05-11,34.0,34.93,35.06,33.5,0.73,2.1345,34.2
300895.SZ,??靽⊥,2021-05-12,34.9,35.81,35.95,34.61,0.88,2.5193,34.93
300895.SZ,??靽⊥,2021-05-13,35.56,35.01,36.06,35.0,-0.8,-2.234,35.81
300895.SZ,??靽⊥,2021-05-14,34.99,35.17,35.49,34.81,0.16,0.457,35.01
300895.SZ,??靽⊥,2021-05-17,35.16,36.71,38.74,34.24,1.54,4.3787,35.17
300895.SZ,??靽⊥,2021-05-18,35.99,37.33,38.15,35.9,0.62,1.6889,36.71
300895.SZ,??靽⊥,2021-05-19,37.02,36.27,37.44,36.27,-1.06,-2.8395,37.33
300895.SZ,??靽⊥,2021-05-20,36.29,35.9,36.76,35.81,-0.37,-1.0201,36.27
300895.SZ,??靽⊥,2021-05-21,36.5,35.86,36.5,35.8,-0.04,-0.1114,35.9
300895.SZ,??靽⊥,2021-05-24,35.9,37.25,37.73,35.5,1.39,3.8762,35.86
300895.SZ,??靽⊥,2021-05-25,36.8,37.15,37.28,36.7,-0.1,-0.2685,37.25
300895.SZ,??靽⊥,2021-05-26,37.3,37.91,39.6,37.14,0.76,2.0458,37.15
300895.SZ,??靽⊥,2021-05-27,31.01,31.2,31.98,31.0,-0.33,-1.0466,31.53
300895.SZ,??靽⊥,2021-05-28,31.25,31.12,31.36,30.78,-0.08,-0.2564,31.2
300895.SZ,??靽⊥,2021-05-31,31.0,31.45,31.62,30.85,0.33,1.0604,31.12
300895.SZ,??靽⊥,2021-06-01,31.45,31.77,31.98,31.23,0.32,1.0175,31.45
300895.SZ,??靽⊥,2021-06-02,32.0,32.46,33.79,32.0,0.69,2.1719,31.77
300895.SZ,??靽⊥,2021-06-03,31.83,31.7,32.86,31.51,-0.76,-2.3413,32.46
300895.SZ,??靽⊥,2021-06-04,31.7,30.97,31.86,30.77,-0.73,-2.3028,31.7
300895.SZ,??靽⊥,2021-06-07,31.0,31.97,31.97,31.0,1.0,3.2289,30.97
300895.SZ,??靽⊥,2021-06-08,31.8,31.65,32.48,31.4,-0.32,-1.0009,31.97
300895.SZ,??靽⊥,2021-06-09,31.72,31.57,32.15,31.13,-0.08,-0.2528,31.65
300895.SZ,??靽⊥,2021-06-10,31.3,33.4,33.6,31.3,1.83,5.7966,31.57
300895.SZ,??靽⊥,2021-06-11,33.36,34.8,35.38,32.52,1.4,4.1916,33.4
300895.SZ,??靽⊥,2021-06-15,33.88,33.7,34.87,33.51,-1.1,-3.1609,34.8
300895.SZ,??靽⊥,2021-06-16,33.42,34.57,35.5,33.01,0.87,2.5816,33.7
300895.SZ,??靽⊥,2021-06-17,33.9,34.57,35.19,33.51,0.0,0.0,34.57
300895.SZ,??靽⊥,2021-06-18,34.11,33.52,34.56,33.38,-1.05,-3.0373,34.57
300895.SZ,??靽⊥,2021-06-21,33.49,33.77,34.43,33.49,0.25,0.7458,33.52
300895.SZ,??靽⊥,2021-06-22,33.8,35.28,35.9,32.7,1.51,4.4714,33.77
300895.SZ,??靽⊥,2021-06-23,35.28,34.85,35.4,34.5,-0.43,-1.2188,35.28
300895.SZ,??靽⊥,2021-06-24,34.59,35.3,35.4,34.16,0.45,1.2912,34.85
300895.SZ,??靽⊥,2021-06-25,34.95,34.0,36.0,34.0,-1.3,-3.6827,35.3
300895.SZ,??靽⊥,2021-06-28,33.62,33.94,34.28,33.25,-0.06,-0.1765,34.0
300895.SZ,??靽⊥,2021-06-29,33.94,34.58,35.9,33.54,0.64,1.8857,33.94
300895.SZ,??靽⊥,2021-06-30,34.59,34.01,34.8,33.79,-0.57,-1.6484,34.58
300895.SZ,??靽⊥,2021-07-01,33.85,31.47,34.15,31.45,-2.54,-7.4684,34.01
300895.SZ,??靽⊥,2021-07-02,31.48,30.67,31.77,30.64,-0.8,-2.5421,31.47
300895.SZ,??靽⊥,2021-07-05,30.67,31.15,31.27,30.67,0.48,1.565,30.67
300895.SZ,??靽⊥,2021-07-06,31.0,31.21,31.43,30.71,0.06,0.1926,31.15
300895.SZ,??靽⊥,2021-07-07,30.88,31.21,31.45,30.7,0.0,0.0,31.21
300895.SZ,??靽⊥,2021-07-08,31.22,33.56,33.95,30.79,2.35,7.5296,31.21
300895.SZ,??靽⊥,2021-07-09,32.86,33.7,35.3,32.8,0.14,0.4172,33.56
300895.SZ,??靽⊥,2021-07-12,34.5,35.24,35.91,33.88,1.54,4.5697,33.7
300895.SZ,??靽⊥,2021-07-13,34.88,34.76,35.59,34.28,-0.48,-1.3621,35.24
300895.SZ,??靽⊥,2021-07-14,34.79,37.77,41.5,34.53,3.01,8.6594,34.76
300895.SZ,??靽⊥,2021-07-15,36.6,35.93,37.4,35.61,-1.84,-4.8716,37.77
300895.SZ,??靽⊥,2021-07-16,36.31,34.48,36.31,34.45,-1.45,-4.0356,35.93
300895.SZ,??靽⊥,2021-07-19,34.84,35.4,35.48,34.17,0.92,2.6682,34.48
300895.SZ,??靽⊥,2021-07-20,34.71,34.09,34.98,33.7,-1.31,-3.7006,35.4
300895.SZ,??靽⊥,2021-07-21,34.5,34.62,35.4,34.11,0.53,1.5547,34.09
300895.SZ,??靽⊥,2021-07-22,34.65,34.79,35.13,33.8,0.17,0.491,34.62
300895.SZ,??靽⊥,2021-07-23,34.74,35.98,36.78,34.24,1.19,3.4205,34.79
300895.SZ,??靽⊥,2021-07-26,35.2,35.11,35.41,34.28,-0.87,-2.418,35.98
300895.SZ,??靽⊥,2021-07-27,34.78,34.78,36.36,34.7,-0.33,-0.9399,35.11
300895.SZ,??靽⊥,2021-07-28,34.3,31.23,34.68,31.18,-3.55,-10.207,34.78
300895.SZ,??靽⊥,2021-07-29,31.7,31.94,32.28,31.59,0.71,2.2735,31.23
300895.SZ,??靽⊥,2021-07-30,31.94,32.96,33.7,31.7,1.02,3.1935,31.94
300895.SZ,??靽⊥,2021-08-02,32.7,35.3,35.39,32.51,2.34,7.0995,32.96
300895.SZ,??靽⊥,2021-08-03,34.92,36.36,37.9,34.77,1.06,3.0028,35.3
300895.SZ,??靽⊥,2021-08-04,36.59,36.76,37.6,36.0,0.4,1.1001,36.36
300895.SZ,??靽⊥,2021-08-05,36.7,36.33,37.2,35.89,-0.43,-1.1697,36.76
300895.SZ,??靽⊥,2021-08-06,36.93,35.9,36.93,35.54,-0.43,-1.1836,36.33
300895.SZ,??靽⊥,2021-08-09,36.55,37.37,37.9,35.7,1.47,4.0947,35.9
300895.SZ,??靽⊥,2021-08-10,37.0,37.4,37.93,36.71,0.03,0.0803,37.37
300895.SZ,??靽⊥,2021-08-11,36.91,36.31,37.49,36.16,-1.09,-2.9144,37.4
300895.SZ,??靽⊥,2021-08-12,37.18,36.91,38.45,36.36,0.6,1.6524,36.31
300895.SZ,??靽⊥,2021-08-13,36.16,35.65,36.61,35.41,-1.26,-3.4137,36.91
300895.SZ,??靽⊥,2021-08-16,36.47,35.13,36.47,34.83,-0.52,-1.4586,35.65
300895.SZ,??靽⊥,2021-08-17,35.36,34.25,36.01,34.1,-0.88,-2.505,35.13
300895.SZ,??靽⊥,2021-08-18,33.98,35.06,35.13,33.7,0.81,2.365,34.25
300895.SZ,??靽⊥,2021-08-19,34.7,33.85,35.85,33.78,-1.21,-3.4512,35.06
300895.SZ,??靽⊥,2021-08-20,33.85,33.28,33.9,32.7,-0.57,-1.6839,33.85
300895.SZ,??靽⊥,2021-08-23,33.93,34.9,34.94,33.63,1.62,4.8678,33.28
300895.SZ,??靽⊥,2021-08-24,34.6,34.6,35.44,34.5,-0.3,-0.8596,34.9
300895.SZ,??靽⊥,2021-08-25,34.5,33.9,35.12,33.72,-0.7,-2.0231,34.6
300895.SZ,??靽⊥,2021-08-26,34.3,32.51,34.3,32.36,-1.39,-4.1003,33.9
300895.SZ,??靽⊥,2021-08-27,32.17,39.01,39.01,32.1,6.5,19.9938,32.51
300895.SZ,??靽⊥,2021-08-30,46.81,46.81,46.81,46.3,7.8,19.9949,39.01
300895.SZ,??靽⊥,2021-08-31,50.37,51.7,55.5,50.11,4.89,10.4465,46.81
300895.SZ,??靽⊥,2021-09-01,53.08,57.53,59.98,50.92,5.83,11.2766,51.7
300895.SZ,??靽⊥,2021-09-02,53.52,55.33,58.5,50.77,-2.2,-3.8241,57.53
300895.SZ,??靽⊥,2021-09-03,56.4,48.72,57.49,48.61,-6.61,-11.9465,55.33
300895.SZ,??靽⊥,2021-09-06,47.97,47.65,49.55,45.0,-1.07,-2.1962,48.72
300895.SZ,??靽⊥,2021-09-07,46.77,47.61,48.37,46.33,-0.04,-0.0839,47.65
300895.SZ,??靽⊥,2021-09-08,47.0,44.4,47.3,43.67,-3.21,-6.7423,47.61
300895.SZ,??靽⊥,2021-09-09,44.24,43.83,44.93,43.22,-0.57,-1.2838,44.4
300895.SZ,??靽⊥,2021-09-10,43.83,42.56,43.88,42.27,-1.27,-2.8976,43.83
300895.SZ,??靽⊥,2021-09-13,42.57,43.2,43.49,42.17,0.64,1.5038,42.56
300895.SZ,??靽⊥,2021-09-14,43.28,45.69,47.05,42.13,2.49,5.7639,43.2
300895.SZ,??靽⊥,2021-09-15,44.39,43.06,44.39,42.5,-2.63,-5.7562,45.69
300895.SZ,??靽⊥,2021-09-16,42.95,40.12,43.18,39.96,-2.94,-6.8277,43.06
300895.SZ,??靽⊥,2021-09-17,40.0,40.7,41.17,38.6,0.58,1.4457,40.12
300895.SZ,??靽⊥,2021-09-22,39.6,38.55,39.6,38.36,-2.15,-5.2826,40.7
300895.SZ,??靽⊥,2021-09-23,39.0,39.3,40.87,38.68,0.75,1.9455,38.55
300895.SZ,??靽⊥,2021-09-24,39.0,39.29,40.2,38.14,-0.01,-0.0254,39.3
300895.SZ,??靽⊥,2021-09-27,35.36,35.0,38.45,34.43,-4.29,-10.9188,39.29
300895.SZ,??靽⊥,2021-09-28,35.45,35.18,36.26,34.55,0.18,0.5143,35.0
300895.SZ,??靽⊥,2021-09-29,34.73,33.27,35.18,33.01,-1.91,-5.4292,35.18
300895.SZ,??靽⊥,2021-09-30,33.79,34.33,34.8,33.73,1.06,3.1861,33.27
300895.SZ,??靽⊥,2021-10-08,35.36,36.2,36.28,34.72,1.87,5.4471,34.33
300895.SZ,??靽⊥,2021-10-11,36.7,35.25,36.77,34.85,-0.95,-2.6243,36.2
300895.SZ,??靽⊥,2021-10-12,35.25,34.74,35.56,34.3,-0.51,-1.4468,35.25
300895.SZ,??靽⊥,2021-10-13,35.0,35.07,35.7,34.41,0.33,0.9499,34.74
300895.SZ,??靽⊥,2021-10-14,34.87,35.47,35.51,34.42,0.4,1.1406,35.07
300895.SZ,??靽⊥,2021-10-15,35.52,39.68,42.56,35.1,4.21,11.8692,35.47
300895.SZ,??靽⊥,2021-10-18,37.6,38.93,39.42,36.82,-0.75,-1.8901,39.68
300895.SZ,??靽⊥,2021-10-19,39.03,40.57,40.57,38.16,1.64,4.2127,38.93
300895.SZ,??靽⊥,2021-10-20,40.23,39.15,40.23,39.0,-1.42,-3.5001,40.57
300895.SZ,??靽⊥,2021-10-21,38.04,38.27,38.87,37.68,-0.88,-2.2478,39.15
300895.SZ,??靽⊥,2021-10-22,38.3,36.61,38.58,36.5,-1.66,-4.3376,38.27
300895.SZ,??靽⊥,2021-10-25,36.76,36.86,37.3,35.92,0.25,0.6829,36.61
300895.SZ,??靽⊥,2021-10-26,37.3,38.74,39.86,37.02,1.88,5.1004,36.86
300895.SZ,??靽⊥,2021-10-27,38.0,39.76,40.74,37.55,1.02,2.6329,38.74
300895.SZ,??靽⊥,2021-10-28,39.35,40.13,40.95,37.61,0.37,0.9306,39.76
300895.SZ,??靽⊥,2021-10-29,39.7,40.9,41.5,39.04,0.77,1.9188,40.13
300895.SZ,??靽⊥,2021-11-01,40.97,39.99,40.97,39.13,-0.91,-2.2249,40.9
300895.SZ,??靽⊥,2021-11-02,39.79,38.3,40.96,38.0,-1.69,-4.2261,39.99
300895.SZ,??靽⊥,2021-11-03,38.11,39.29,39.85,38.07,0.99,2.5849,38.3
300895.SZ,??靽⊥,2021-11-04,39.15,39.93,40.12,38.7,0.64,1.6289,39.29
300895.SZ,??靽⊥,2021-11-05,40.03,41.23,42.1,39.12,1.3,3.2557,39.93
300895.SZ,??靽⊥,2021-11-08,40.66,43.19,43.5,40.2,1.96,4.7538,41.23
300895.SZ,??靽⊥,2021-11-09,42.91,42.58,42.97,41.6,-0.61,-1.4124,43.19
300895.SZ,??靽⊥,2021-11-10,42.13,42.39,43.61,41.9,-0.19,-0.4462,42.58
300895.SZ,??靽⊥,2021-11-11,42.18,41.49,42.18,41.1,-0.9,-2.1231,42.39
